id,geometry,value
170314401024,"POLYGON ((-87.605084 41.745798,-87.601392 41.745836,-87.601363 41.744019,-87.605033 41.74397,-87.605084 41.745798))",-1
170315401023,"POLYGON ((-87.611337 41.657373,-87.610648 41.6574,-87.607563 41.657321,-87.607571 41.651856,-87.611351 41.651854,-87.611337 41.657373))",-1
170318314002,"POLYGON ((-87.774301 41.870924,-87.768211 41.870642,-87.76454 41.87102,-87.764661 41.87203,-87.764587 41.872827,-87.754806 41.872946,-87.754533 41.865752,-87.759409 41.865678,-87.767986 41.865546,-87.772896 41.865479,-87.774139 41.865459,-87.774146 41.865915,-87.774264 41.869114,-87.774281 41.870624,-87.774301 41.870924))",273.0
170310404024,"POLYGON ((-87.684193 41.973128,-87.67932 41.97325,-87.680519 41.972376,-87.680408 41.968739,-87.682419 41.968708,-87.682865 41.968702,-87.682395 41.972348,-87.684166 41.972325,-87.684193 41.973128))",-1
170311406024,"POLYGON ((-87.723557 41.961439,-87.723601 41.962866,-87.72301 41.96374,-87.720558 41.963697,-87.72049 41.961039,-87.722929 41.961009,-87.724158 41.960992,-87.723557 41.961439))",-1
170311907021,"POLYGON ((-87.766131 41.928085,-87.761217 41.928158,-87.761132 41.925875,-87.766055 41.925804,-87.766131 41.928085))",-1
170312004022,"POLYGON ((-87.733392 41.920744,-87.726667 41.920825,-87.726615 41.918994,-87.733339 41.918905,-87.733392 41.920744))",540.0
170312207024,"POLYGON ((-87.719636 41.93188,-87.717195 41.931911,-87.717145 41.930091,-87.717088 41.928255,-87.717074 41.927804,-87.719519 41.927769,-87.719535 41.928224,-87.719636 41.93188))",-1
170312522024,"POLYGON ((-87.749412 41.880445,-87.747723 41.880465,-87.745278 41.880498,-87.745258 41.879903,-87.745208 41.878597,-87.745832 41.878589,-87.749349 41.878545,-87.749412 41.880445))",-1
170310105021,"POLYGON ((-87.665705 42.004459,-87.660848 42.004532,-87.660783 42.002551,-87.665644 42.002421,-87.665681 42.003624,-87.665705 42.004459))",-1
170314909013,"POLYGON ((-87.618437 41.699487,-87.613559 41.699559,-87.613376 41.692738,-87.618262 41.692652,-87.618236 41.692724,-87.618437 41.699487))",806.0
170315805012,"POLYGON ((-87.698912 41.819993,-87.69457 41.820129,-87.694566 41.820023,-87.694516 41.818319,-87.694482 41.81736,-87.698508 41.817607,-87.698249 41.81833,-87.698912 41.819993))",-1
170314313011,"POLYGON ((-87.558517 41.755458,-87.556128 41.755489,-87.552288 41.751919,-87.553507 41.751902,-87.554072 41.751895,-87.558445 41.751836,-87.558481 41.753647,-87.558517 41.755458))",-1
170310301042,"POLYGON ((-87.658409 41.996393,-87.657009 41.996408,-87.657677 41.995441,-87.658409 41.996393))",-1
170314301013,"POLYGON ((-87.576448 41.771629,-87.57156 41.771679,-87.571509 41.769854,-87.576398 41.769801,-87.576448 41.771629))",-1
170310103004,"POLYGON ((-87.670329 42.017056,-87.666182 42.017151,-87.665865 42.016089,-87.667823 42.014969,-87.666846 42.01376,-87.666294 42.01278,-87.670198 42.012714,-87.670312 42.015994,-87.670329 42.017056))",649.0
170310105032,"POLYGON ((-87.665644 42.002421,-87.660783 42.002551,-87.660712 42.000439,-87.663469 42.000408,-87.665596 42.00083,-87.665644 42.002421))",-1
170310105012,"POLYGON ((-87.665924 42.012787,-87.663453 42.01283,-87.662946 42.011762,-87.662485 42.010401,-87.663065 42.009777,-87.665818 42.010345,-87.665924 42.012787))",-1
170318306003,"POLYGON ((-87.675132 42.002101,-87.672625 42.002145,-87.672471 42.001693,-87.670489 42.001727,-87.670623 41.998075,-87.67131 41.998065,-87.675012 41.997993,-87.675052 41.999116,-87.675132 42.002101))",673.0
170310205004,"POLYGON ((-87.686296 42.000065,-87.68386 42.000109,-87.683795 41.997832,-87.686229 41.997794,-87.686296 42.000065))",-1
170310301021,"POLYGON ((-87.655512 41.994164,-87.654910614792598 41.994169626070601,-87.654774486786195 41.993396774110494,-87.654671203449496 41.992810394193,-87.65459382779089 41.992371102301796,-87.655457 41.992359,-87.655512 41.994164))",872.0
170310619013,"POLYGON ((-87.644814 41.943321,-87.641911 41.943354,-87.641805 41.941719,-87.642755 41.941719,-87.644455 41.941777,-87.644814 41.943321))",301.0
170310632003,"POLYGON ((-87.6444 41.940045,-87.641385 41.940089,-87.639554 41.940138,-87.63953 41.939455,-87.640341 41.939188,-87.644369 41.939146,-87.6444 41.940045))",-1
170310714003,"POLYGON ((-87.640479 41.925585,-87.639116 41.925612,-87.636569 41.925658,-87.636514 41.923819,-87.638092 41.925061,-87.639779 41.924455,-87.640479 41.925585))",-1
170310801006,"POLYGON ((-87.628785 41.907799,-87.627735 41.907815,-87.627512 41.906785,-87.627314 41.905829,-87.628743 41.905819,-87.628775 41.906764,-87.628785 41.907799))",-1
170310811002,"POLYGON ((-87.629827 41.898444,-87.628248 41.898469,-87.628199 41.896677,-87.629775 41.896656,-87.629827 41.898444))",-1
170310812013,"POLYGON ((-87.628336 41.901558,-87.624267 41.901624,-87.624225 41.900816,-87.628317 41.90074,-87.628336 41.901558))",-1
170313903001,"POLYGON ((-87.606605 41.811354,-87.603935 41.811384,-87.603911 41.810232,-87.601722 41.810655,-87.6017 41.809588,-87.603897 41.809565,-87.606565 41.809533,-87.606605 41.811354))",-1
170313511002,"POLYGON ((-87.616812 41.82748,-87.614428 41.827513,-87.611627 41.827536,-87.612624 41.823891,-87.616732 41.823838,-87.616812 41.82748))",-1
170313012003,"POLYGON ((-87.695398 41.85008,-87.690492 41.850145,-87.690433 41.848336,-87.690408 41.847139,-87.692858 41.847105,-87.694741 41.847469,-87.695333 41.847883,-87.695371 41.849172,-87.695398 41.85008))",618.0
170312105023,"POLYGON ((-87.72708 41.935431,-87.725465 41.935442,-87.724022 41.93546,-87.723965 41.933655,-87.723919 41.932284,-87.724538 41.931821,-87.726979 41.93179,-87.72703 41.933631,-87.72708 41.935431))",-1
170310718002,"POLYGON ((-87.648509 41.91818,-87.647312 41.918194,-87.647072 41.911404,-87.647076 41.910937,-87.648272 41.91092,-87.648284 41.911386,-87.648361 41.913827,-87.648509 41.91818))",-1
170317608012,"POLYGON ((-87.841946 41.987167,-87.836618 41.986365,-87.836573 41.980432,-87.836579 41.979761,-87.836608 41.977471,-87.841535 41.97744,-87.841946 41.987167))",-1
170312212002,"POLYGON ((-87.707219 41.924716,-87.702318 41.924763,-87.702212 41.921503,-87.707113 41.921452,-87.707219 41.924716))",-1
170318044051,"POLYGON ((-88.244376 42.035486,-88.244409 42.038009,-88.239606 42.038129,-88.238491 42.038145,-88.238399 42.038146,-88.238023 42.038151,-88.237651 42.038155,-88.23532 42.038177,-88.235162 42.038179,-88.230079 42.038279,-88.230191 42.036792,-88.230482 42.033033,-88.230491 42.032115,-88.229753 42.030272,-88.233958 42.030614,-88.236745 42.030452,-88.24064 42.030366,-88.246536 42.031666,-88.244376 42.035486))",-1
170318133013,"POLYGON ((-87.752082 41.865787,-87.74964 41.865825,-87.749523 41.862163,-87.751968 41.862128,-87.752082 41.865787))",-1
170318137023,"POLYGON ((-87.749409 41.858645,-87.743261 41.858603,-87.743203 41.856775,-87.749346 41.856687,-87.749409 41.858645))",-1
170314201001,"POLYGON ((-87.59029 41.783353,-87.590342 41.786106,-87.586595 41.786143,-87.583498 41.785923,-87.57639925615409 41.786156704945697,-87.576347 41.786034,-87.574224 41.782655,-87.569585 41.781471,-87.570290103349393 41.781012844296896,-87.571202265926601 41.780420147513901,-87.575817 41.781389,-87.575235 41.780714,-87.579498 41.779757,-87.586458 41.780619,-87.591528 41.780566,-87.59029 41.783353))",390.0
170316111003,"POLYGON ((-87.660106 41.808669,-87.657672 41.808699,-87.657575 41.804785,-87.657558 41.804136,-87.657536 41.803239,-87.659964 41.803206,-87.659985 41.804098,-87.660005 41.804753,-87.660106 41.808669))",-1
170318262013,"POLYGON ((-87.574562 41.604562,-87.568691 41.604558,-87.568679 41.600994,-87.571806 41.600976,-87.575186 41.604234,-87.574562 41.604562))",-1
170316610002,"POLYGON ((-87.683192 41.762877,-87.67942 41.762925,-87.678646 41.762933,-87.678511 41.761131,-87.678466 41.757452,-87.680126 41.757456,-87.683047 41.757379,-87.68306 41.757875,-87.683192 41.762877))",-1
170310802012,"POLYGON ((-87.633076 41.911161,-87.631682 41.911181,-87.628886 41.911223,-87.628831 41.909482,-87.630154 41.909458,-87.633036 41.910167,-87.633076 41.911161))",-1
170314801002,"POLYGON ((-87.585637 41.736913,-87.580573 41.736987,-87.576933 41.737039,-87.573302 41.737091,-87.573203 41.733443,-87.585567 41.733281,-87.585637 41.736913))",483.0
170312416001,"POLYGON ((-87.667692 41.91063,-87.665192 41.910665,-87.662727 41.907056,-87.66759 41.907007,-87.667625 41.908358,-87.667692 41.91063))",-1
170310804001,"POLYGON ((-87.641017 41.911076,-87.638592 41.911115,-87.638484 41.907601,-87.638453 41.906634,-87.63845 41.90652,-87.640876 41.90648,-87.641017 41.911076))",1128.0
170318126001,"POLYGON ((-87.779768 41.887039,-87.774881 41.887072,-87.774782 41.884132,-87.775573 41.88403,-87.779674 41.883974,-87.779768 41.887039))",-1
170314607001,"POLYGON ((-87.548673 41.737418,-87.548085 41.737426,-87.545311 41.737463,-87.543075 41.737485,-87.542983 41.733834,-87.547937 41.733756,-87.54859 41.733763,-87.548638 41.735589,-87.548673 41.737418))",-1
170312315005,"POLYGON ((-87.725972 41.891694,-87.718646 41.891765,-87.718541 41.88804,-87.720982 41.888018,-87.725873 41.887957,-87.725972 41.891694))",249.0
170310106002,"POLYGON ((-87.670198 42.012714,-87.666294 42.01278,-87.665924 42.012787,-87.665818 42.010345,-87.670117 42.010274,-87.670159 42.01149,-87.670198 42.012714))",-1
170318258034,"POLYGON ((-87.573578 41.619184,-87.571407 41.619125,-87.568729 41.619128,-87.563926 41.619146,-87.562726 41.61915,-87.562696 41.615456,-87.563896 41.615466,-87.567816 41.615501,-87.568691 41.615503,-87.569377 41.615502,-87.570562 41.615493,-87.573434 41.61549,-87.573435 41.618103,-87.573578 41.619184))",-1
170318367001,"POLYGON ((-87.711436 41.895507,-87.706556 41.895553,-87.706335 41.888175,-87.711219 41.888113,-87.711326 41.891843,-87.711436 41.895507))",-1
170318150003,"POLYGON ((-87.796141 41.857833,-87.79354 41.857872,-87.791096 41.857908,-87.78865 41.857944,-87.783756 41.858017,-87.783705 41.856188,-87.789822 41.856099,-87.791044 41.85608,-87.793491 41.856044,-87.796086 41.856005,-87.796141 41.857833))",-1
170318274002,"POLYGON ((-87.675235 41.600866,-87.672864 41.600814,-87.668039 41.600816,-87.663188 41.600824,-87.663203 41.604452,-87.663202 41.60537,-87.663203 41.606276,-87.655952 41.606284,-87.655955 41.604468,-87.655942 41.597266,-87.657153 41.597264,-87.659738 41.596902,-87.663179 41.596889,-87.666786 41.596965,-87.667222 41.598324,-87.67046 41.598368,-87.671615 41.597221,-87.675197 41.597098,-87.675217 41.598986,-87.675235 41.600866))",-1
170316606004,"POLYGON ((-87.698266 41.779044,-87.694611 41.779099,-87.694519 41.775451,-87.695736 41.775432,-87.698171 41.7754,-87.698266 41.779044))",-1
170311608001,"POLYGON ((-87.710465 41.953891,-87.708015 41.953915,-87.707918 41.950281,-87.707871 41.948452,-87.710319 41.948424,-87.710363 41.950248,-87.710465 41.953891))",-1
170312425002,"POLYGON ((-87.691863 41.89933,-87.686936 41.899379,-87.686843 41.895743,-87.691773 41.895702,-87.691818 41.897513,-87.689351 41.897535,-87.691839 41.898422,-87.691863 41.89933))",-1
170318220005,"POLYGON ((-87.731679 41.727588,-87.729041 41.729648,-87.728025 41.728924,-87.723607 41.732396,-87.721605 41.732567,-87.721654 41.727788,-87.723173 41.727786,-87.730635 41.727617,-87.731679 41.727588))",-1
170318211014,"POLYGON ((-87.77495 41.737158,-87.774321 41.7376,-87.762828 41.737799,-87.762694 41.734149,-87.763228 41.734139,-87.768121 41.734055,-87.774826 41.733936,-87.77495 41.737158))",-1
170316007001,"POLYGON ((-87.659444 41.840929,-87.657675 41.841783,-87.654359 41.837937,-87.65602 41.837914,-87.659327 41.837867,-87.660626 41.839386,-87.659444 41.840929))",-1
170310209021,"POLYGON ((-87.682573 41.997854,-87.678647 41.997926,-87.676837 41.997959,-87.675012 41.997993,-87.674895 41.994354,-87.674705 41.990763,-87.678422 41.990697,-87.678525 41.994288,-87.681282 41.994239,-87.681705 41.994231,-87.682389 41.994219,-87.682573 41.997854))",-1
170318263012,"POLYGON ((-87.607403 41.615348,-87.597713 41.615305,-87.597728 41.61167,-87.597696 41.609708,-87.601502 41.609112,-87.603231 41.610033,-87.60738 41.609983,-87.607403 41.615348))",-1
170318170002,"POLYGON ((-87.868771 41.887385,-87.868457 41.887425,-87.863204 41.888091,-87.85966 41.888077,-87.859561 41.88575,-87.863734 41.885658,-87.863607 41.882012,-87.868617 41.881908,-87.868771 41.887385))",-1
170313818002,"POLYGON ((-87.624317 41.803796,-87.616713 41.803919,-87.616451 41.803922,-87.616526 41.802098,-87.617747 41.802079,-87.624273 41.801973,-87.624317 41.803796))",-1
170318277002,"POLYGON ((-87.675145 41.58626,-87.669143 41.586276,-87.669137 41.584462,-87.670335 41.584459,-87.670312 41.580836,-87.669102 41.579012,-87.675108 41.579488,-87.675145 41.58626))",-1
170315906002,"POLYGON ((-87.674019 41.82858,-87.670353 41.828619,-87.670255 41.824968,-87.67269 41.824944,-87.673975 41.826753,-87.674019 41.82858))",709.0
170318428006,"POLYGON ((-87.701587 41.809978,-87.700433 41.811816,-87.69799 41.811855,-87.697869 41.80822,-87.701536 41.808166,-87.701587 41.809978))",-1
170318184021,"POLYGON ((-87.891888 41.855181,-87.882836 41.855473,-87.88208 41.855823,-87.881915 41.853054,-87.888298 41.852148,-87.891749 41.852221,-87.891888 41.855181))",-1
170318424003,"POLYGON ((-87.639316 41.750711,-87.634229 41.750783,-87.634335 41.750323,-87.634171 41.745836,-87.634108 41.743498,-87.635946 41.744162,-87.639028 41.743455,-87.639316 41.750711))",-1
170318260001,"POLYGON ((-87.532369 41.625331,-87.524642754846013 41.622609729749001,-87.524642 41.622535,-87.524641943023809 41.619162008345597,-87.532344 41.619134,-87.532369 41.625331))",-1
170310309003,"POLYGON ((-87.674463 41.979748,-87.668279 41.979844,-87.66835 41.978019,-87.672123 41.977962,-87.674433 41.977923,-87.674394 41.978838,-87.674463 41.979748))",-1
170314906001,"POLYGON ((-87.633446 41.721637,-87.628665 41.721698,-87.62373 41.721703,-87.623664 41.719661,-87.622746 41.716722,-87.623268 41.714962,-87.623415 41.714675,-87.623553 41.714332,-87.627574 41.714393,-87.628498 41.714149,-87.629245 41.714355,-87.633307 41.714277,-87.63332 41.714644,-87.633329 41.714924,-87.633446 41.721637))",428.0
170318228012,"POLYGON ((-87.737452 41.69462,-87.735024 41.694668,-87.735157 41.698322,-87.730313 41.698407,-87.730275 41.697459,-87.730175 41.694748,-87.730047 41.691266,-87.730073 41.691141,-87.737318 41.690982,-87.737452 41.69462))",-1
170318061034,"POLYGON ((-87.910139 42.062146,-87.907727 42.066104,-87.900903 42.066063,-87.900716 42.066061,-87.900706 42.058723,-87.900671 42.055467,-87.910245 42.060848,-87.910139 42.062146))",-1
170312922003,"POLYGON ((-87.720066 41.858921,-87.718882 41.858931,-87.717662 41.858946,-87.717567 41.85507,-87.718723 41.853286,-87.719889 41.852874,-87.719912 41.853956,-87.720066 41.858921))",-1
170318209013,"POLYGON ((-87.781563 41.752071,-87.780348 41.752109,-87.775487 41.752209,-87.775376 41.748546,-87.780238 41.748474,-87.781437 41.748449,-87.781458 41.748554,-87.781563 41.752071))",-1
170315609001,"POLYGON ((-87.785689 41.799639,-87.782031 41.799668,-87.781806 41.792349,-87.783026 41.792319,-87.78547 41.792273,-87.785689 41.799639))",-1
170318432001,"POLYGON ((-87.678293 41.852137,-87.67584 41.852176,-87.67579 41.850363,-87.673346 41.850399,-87.673299 41.848607,-87.678145 41.846715,-87.678221 41.849425,-87.678293 41.852137))",-1
170318063005,"POLYGON ((-87.909019 42.03799,-87.904125 42.038171,-87.899214 42.038356,-87.899212 42.033507,-87.901688 42.034505,-87.909018 42.034505,-87.909019 42.03799))",-1
170318203002,"POLYGON ((-87.812596 41.793239,-87.809971 41.793273,-87.801575 41.793461,-87.801528 41.791939,-87.80145 41.790132,-87.809761 41.789835,-87.81027 41.791363,-87.814862 41.79141,-87.812596 41.793239))",-1
170311705002,"POLYGON ((-87.836699 41.95936,-87.832678 41.959438,-87.832651 41.959323,-87.831821 41.955701,-87.831793 41.952164,-87.836748 41.952055,-87.836699 41.95936))",-1
170318392002,"POLYGON ((-87.626961 41.845585,-87.626265 41.845598,-87.622138 41.84566,-87.622105 41.844477,-87.622194 41.843999,-87.621978 41.841993,-87.621925 41.838365,-87.622679 41.838354,-87.623443 41.838345,-87.626032 41.83831,-87.626773 41.838301,-87.626961 41.845585))",372.0
170311608002,"POLYGON ((-87.712808 41.950216,-87.710363 41.950248,-87.710319 41.948424,-87.707871 41.948452,-87.707822 41.946631,-87.712713 41.946567,-87.712808 41.950216))",-1
170318082002,"POLYGON ((-87.806445 42.026279,-87.806447 42.027859,-87.806424 42.029856,-87.806423 42.029978,-87.795973 42.030024,-87.796128 42.027272,-87.795904 42.026409,-87.802322 42.026378,-87.803024 42.021521,-87.806516 42.021481,-87.806445 42.026279))",-1
170317402004,"POLYGON ((-87.713569 41.706015,-87.711123 41.706079,-87.707461 41.706106,-87.705038 41.706141,-87.701325 41.706186,-87.701217 41.702525,-87.706112 41.702459,-87.708572 41.702438,-87.710987 41.702392,-87.713426 41.702337,-87.713569 41.706015))",1109.0
170318245032,"POLYGON ((-87.752539 41.642839,-87.747656 41.642922,-87.747562 41.640342,-87.747403 41.636776,-87.752279 41.635647,-87.752341 41.637822,-87.752437 41.640258,-87.752539 41.642839))",-1
170312912002,"POLYGON ((-87.715421 41.86629,-87.712982 41.86632,-87.712771 41.859,-87.713986 41.858988,-87.715206 41.858974,-87.715305 41.862398,-87.715421 41.86629))",-1
170310717001,"POLYGON ((-87.64355 41.914625,-87.642937 41.914634,-87.641744 41.914653,-87.641135 41.914661,-87.638704 41.914676,-87.63864 41.91282,-87.640299 41.912895,-87.64116 41.912843,-87.64349 41.91281,-87.643525 41.913898,-87.64355 41.914625))",547.0
170314111001,"POLYGON ((-87.591676 41.794784,-87.589202 41.795077,-87.587561 41.795191,-87.58831 41.791541,-87.588987 41.791526,-87.591596 41.791498,-87.591676 41.794784))",-1
170318312003,"POLYGON ((-87.731446 41.917104,-87.726559 41.917166,-87.726454 41.91378,-87.72645 41.913645,-87.731329 41.913583,-87.731446 41.917104))",-1
170318204002,"POLYGON ((-87.811528 41.784381,-87.801212 41.7846,-87.801018 41.780032,-87.810733 41.779824,-87.813025 41.779777,-87.811528 41.784381))",-1
170318048033,"POLYGON ((-88.09161 42.004862,-88.080077 42.005315,-88.070353 42.005703,-88.06549 42.005898,-88.064061 42.005747,-88.06359 42.005765,-88.063746 42.003622,-88.061309 42.002879,-88.06402 42.002328,-88.062606 42.000648,-88.062431 41.998758,-88.062427 41.998699,-88.073294 41.998265,-88.076927 41.998115,-88.078733 41.998048,-88.080156 41.997999,-88.087295 41.9977,-88.088036 41.997226,-88.090033 41.99757,-88.090037 41.997421,-88.091734 41.997539,-88.09161 42.004862))",-1
170318308002,"POLYGON ((-87.679083 41.965096,-87.674078 41.965169,-87.674026 41.963349,-87.679029 41.963274,-87.679083 41.965096))",-1
170317404001,"POLYGON ((-87.708156 41.691443,-87.706942 41.69147,-87.700828 41.691568,-87.700722 41.688799,-87.708054 41.688679,-87.708156 41.691443))",-1
170317109001,"POLYGON ((-87.644044 41.750642,-87.639759 41.750705,-87.639316 41.750711,-87.639028 41.743455,-87.643831 41.743358,-87.643882 41.745189,-87.643989 41.748819,-87.644044 41.750642))",-1
170316609002,"POLYGON ((-87.688237 41.768257,-87.683343 41.768332,-87.683243 41.764702,-87.688136 41.764618,-87.688237 41.768257))",-1
170318399001,"POLYGON ((-87.646106 41.83075,-87.643673 41.830781,-87.641235 41.830815,-87.640016 41.830831,-87.63997 41.829008,-87.646062 41.828924,-87.646106 41.83075))",-1
170312412001,"POLYGON ((-87.684782 41.910357,-87.682347 41.910393,-87.682286 41.908171,-87.68214 41.903107,-87.68458 41.903061,-87.684687 41.906705,-87.684782 41.910357))",575.0
170314914002,"POLYGON ((-87.623077 41.691678,-87.621039 41.691703,-87.618225 41.690828,-87.61805 41.685375,-87.62289 41.685322,-87.622997 41.688956,-87.623077 41.691678))",-1
170318036031,"POLYGON ((-88.077872 42.124523,-88.075606 42.124785,-88.07498 42.12513,-88.074404 42.124897,-88.063111 42.119833,-88.063106 42.119468,-88.063105 42.110385,-88.075594 42.110455,-88.077854 42.110462,-88.077826 42.124328,-88.077872 42.124523))",-1
170312511002,"POLYGON ((-87.752016 41.898621,-87.748341 41.898655,-87.748258 41.894985,-87.751931 41.894954,-87.752016 41.898621))",-1
170318316002,"POLYGON ((-87.800978 41.930818,-87.797915 41.930852,-87.797793 41.927216,-87.797676 41.92358,-87.800737 41.923554,-87.800852 41.927185,-87.800978 41.930818))",-1
170318383001,"POLYGON ((-87.64322 41.903716,-87.63837 41.903793,-87.637445 41.903804,-87.637262 41.898944,-87.639984 41.898905,-87.640044 41.900468,-87.643092 41.900413,-87.64322 41.903716))",987.0
170317501004,"POLYGON ((-87.659642 41.69404,-87.654598 41.69403,-87.654281 41.69951,-87.652606 41.69953,-87.648889 41.692276,-87.649676 41.692268,-87.656975 41.692182,-87.660545 41.692136,-87.659642 41.69404))",759.0
170313104001,"POLYGON ((-87.653434 41.859812,-87.650941 41.859851,-87.651568 41.858022,-87.651411 41.852575,-87.653051 41.852545,-87.653388 41.857997,-87.653434 41.859812))",578.0
170316113002,"POLYGON ((-87.669735 41.804918,-87.668473 41.803108,-87.66605 41.803128,-87.664825 41.80314,-87.664776 41.801318,-87.669645 41.801276,-87.669692 41.803098,-87.669735 41.804918))",-1
170313017021,"POLYGON ((-87.721959 41.838763,-87.720787 41.840624,-87.718355 41.840664,-87.718304 41.838826,-87.717031 41.837012,-87.720689 41.836946,-87.721909 41.836925,-87.721959 41.838763))",414.0
170318216001,"POLYGON ((-87.692241 41.731754,-87.68982 41.731781,-87.689903 41.735402,-87.689661 41.735407,-87.687395 41.735444,-87.682514 41.735525,-87.682291 41.728236,-87.682206 41.725278,-87.682067 41.72094,-87.687034 41.720894,-87.687152 41.724531,-87.692047 41.724493,-87.692194 41.729945,-87.692241 41.731754))",-1
170317302015,"POLYGON ((-87.659159 41.726735,-87.657338 41.72676,-87.655513 41.726785,-87.655384 41.721342,-87.6577 41.72133,-87.657813 41.721327,-87.659032 41.721298,-87.659159 41.726735))",-1
170318214023,"POLYGON ((-87.665753 41.662859,-87.657254 41.663007,-87.654821 41.663041,-87.654693 41.659473,-87.657688 41.659441,-87.660742 41.658584,-87.663173 41.657806,-87.66313 41.659384,-87.665609 41.659267,-87.665753 41.662859))",-1
170318191001,"POLYGON ((-87.816262 41.811552,-87.811155 41.811641,-87.811303 41.813731,-87.809479 41.814421,-87.808201 41.818522,-87.808861 41.819345,-87.810331 41.820987,-87.804699 41.821149,-87.802612 41.821153,-87.802348 41.815766,-87.802187 41.812141,-87.802112 41.810321,-87.802042 41.808501,-87.803675 41.808291,-87.808191 41.806337,-87.809235 41.806225,-87.811148 41.806181,-87.812058 41.806165,-87.816075 41.806094,-87.816262 41.811552))",-1
170312106022,"POLYGON ((-87.714439 41.93336,-87.712372 41.935344,-87.711168 41.935666,-87.709954 41.935682,-87.709936 41.934955,-87.712334 41.932657,-87.71231 41.931984,-87.715971 41.931924,-87.714439 41.93336))",298.0
170318293022,"POLYGON ((-87.674341 41.506097,-87.671913 41.506016,-87.671905 41.505114,-87.664596 41.506017,-87.654925 41.506012,-87.654895 41.50239,-87.654888 41.501341,-87.659482 41.501339,-87.669386 41.502353,-87.669419 41.498989,-87.6743 41.499029,-87.674329 41.50407,-87.674341 41.506097))",-1
170318044041,"POLYGON ((-88.256857 42.042035,-88.255287 42.042966,-88.254911 42.044504,-88.250789 42.041876,-88.249529 42.040567,-88.249818 42.03783,-88.256528 42.0376,-88.256857 42.042035))",-1
170318066001,"POLYGON ((-87.885572 42.009639,-87.879633 42.009805,-87.8747 42.00993,-87.872294 42.009991,-87.869904 42.008754,-87.870612 42.003624,-87.87065 42.002787,-87.884531 42.002407,-87.884781 42.006225,-87.88585 42.009623,-87.885572 42.009639))",-1
170310203011,"POLYGON ((-87.709057 42.011861,-87.704453 42.011964,-87.704527 42.008358,-87.70625 42.006761,-87.709289 42.006747,-87.709057 42.011861))",-1
170318238031,"POLYGON ((-87.824594 41.703875,-87.822167 41.703919,-87.817317 41.704008,-87.811458 41.704134,-87.81094 41.704144,-87.810667 41.696905,-87.824314 41.696603,-87.824594 41.703875))",-1
170318051084,"POLYGON ((-87.974853 42.044146,-87.969983 42.04421,-87.969384 42.044217,-87.969174 42.044219,-87.96907 42.038925,-87.974817 42.041091,-87.974853 42.044146))",-1
170315608005,"POLYGON ((-87.782031 41.799668,-87.778381 41.799737,-87.778178 41.793285,-87.778154 41.792419,-87.781651 41.792357,-87.781806 41.792349,-87.782031 41.799668))",-1
170318343005,"POLYGON ((-87.5987 41.744047,-87.590451 41.744142,-87.590363 41.740496,-87.590276 41.736852,-87.595308 41.736783,-87.597589 41.740743,-87.5987 41.744047))",-1
170318034001,"POLYGON ((-87.962398 42.075539,-87.962236 42.080913,-87.961018 42.080904,-87.956235 42.08087,-87.956293 42.073624,-87.956304 42.072231,-87.957565 42.072792,-87.959274 42.073541,-87.959514 42.073645,-87.964167 42.075735,-87.962398 42.075539))",-1
170318205015,"POLYGON ((-87.818985 41.743962,-87.814129 41.744063,-87.814028 41.741402,-87.809127 41.741409,-87.809092 41.74046,-87.808825 41.733412,-87.814325 41.733214,-87.81822 41.733109,-87.818537 41.733104,-87.818547 41.733345,-87.818642 41.735874,-87.818851 41.740394,-87.818985 41.743962))",-1
170318011003,"POLYGON ((-87.722684 42.070509,-87.722612 42.072319,-87.715092 42.072638,-87.712538 42.073004,-87.711137 42.073245,-87.71061 42.071469,-87.708059 42.071243,-87.708064 42.068997,-87.710628 42.069017,-87.712571 42.069037,-87.716499 42.069084,-87.723655 42.069131,-87.722684 42.070509))",-1
170318053022,"POLYGON ((-87.816481 42.043684,-87.816466 42.043772,-87.816435 42.044616,-87.816376 42.047823,-87.815902 42.04964,-87.812379 42.049729,-87.812283 42.04792,-87.806161 42.048058,-87.80624 42.042626,-87.8165 42.042329,-87.816481 42.043684))",-1
170318045102,"POLYGON ((-88.149363 41.997604,-88.149538 42.002705,-88.144811 42.0028,-88.144862 41.995354,-88.149637 41.99547,-88.149363 41.997604))",-1
170318048091,"POLYGON ((-88.110507 42.013415,-88.110922 42.015457,-88.110211 42.017708,-88.109675 42.018813,-88.107368 42.017604,-88.10223 42.017789,-88.098019 42.01785,-88.096402 42.017524,-88.093032 42.016282,-88.091145 42.015917,-88.092039 42.013675,-88.092088 42.013263,-88.095576 42.01355,-88.097749 42.016578,-88.099204 42.016986,-88.09961 42.01342,-88.104982 42.012365,-88.108922 42.013175,-88.109374 42.012267,-88.110965 42.012464,-88.110507 42.013415))",-1
170315611004,"POLYGON ((-87.774501 41.792494,-87.772066 41.792542,-87.770847 41.792566,-87.770704 41.788899,-87.770559 41.785226,-87.77422 41.785154,-87.774501 41.792494))",357.0
170312214003,"POLYGON ((-87.697219 41.918142,-87.696179 41.918166,-87.693873 41.920773,-87.692712 41.920065,-87.691332 41.919228,-87.688596 41.917563,-87.692306 41.917531,-87.697201 41.917489,-87.697219 41.918142))",-1
